unit,year,allocation
New Zealand,1970,NATO + Aligned (1.00)
New Zealand,1980,NATO + Aligned (1.00)
New Zealand,1990,NATO + Aligned (1.00)
New Zealand,2000,NATO + Aligned (1.00)
New Zealand,2010,NATO + Aligned (1.00)
New Zealand,2020,NATO + Aligned (1.00)
Nicaragua,1750,Spanish Empire (1.00)
Nicaragua,1760,Spanish Empire (1.00)
Nicaragua,1770,Spanish Empire (1.00)
Nicaragua,1780,Spanish Empire (1.00)
Nicaragua,1790,Spanish Empire (1.00)
Nicaragua,1800,Spanish Empire (1.00)
Nicaragua,1810,Spanish Empire (0.80) / Other (0.20)
Nicaragua,1820,Other (0.60) / Spanish Empire (0.40)
Nicaragua,1830,Other (1.00)
Nicaragua,1840,Other (1.00)
Nicaragua,1850,Other (1.00)
Nicaragua,1860,Other (1.00)
Nicaragua,1870,Other (1.00)
Nicaragua,1880,Other (1.00)
Nicaragua,1890,Other (1.00)
Nicaragua,1900,Other (1.00)
Nicaragua,1910,Other (1.00)
Nicaragua,1920,Other (1.00)
Nicaragua,1930,Other (1.00)
Nicaragua,1940,Other (1.00)
Nicaragua,1950,Other (1.00)
Nicaragua,1960,Other (1.00)
Nicaragua,1970,Other (1.00)
Nicaragua,1980,Other (1.00)
Nicaragua,1990,Other (1.00)
Nicaragua,2000,Other (1.00)
Nicaragua,2010,Other (1.00)
Nicaragua,2020,Other (1.00)
Niger,1750,Other (1.00)
Niger,1760,Other (1.00)
Niger,1770,Other (1.00)
Niger,1780,Other (1.00)
Niger,1790,Other (1.00)
Niger,1800,Other (1.00)
Niger,1810,Other (1.00)
Niger,1820,Other (1.00)
Niger,1830,Other (1.00)
Niger,1840,Other (1.00)
Niger,1850,Other (1.00)
Niger,1860,Other (1.00)
Niger,1870,Other (1.00)
Niger,1880,Other (1.00)
Niger,1890,Other (1.00)
Niger,1900,French Empire (1.00)
Niger,1910,French Empire (1.00)
Niger,1920,French Empire (1.00)
Niger,1930,French Empire (1.00)
Niger,1940,French Empire (1.00)
Niger,1950,French Empire (1.00)
Niger,1960,French Empire (0.50) / Other (0.50)
Niger,1970,Other (1.00)
Niger,1980,Other (1.00)
Niger,1990,Other (1.00)
Niger,2000,Other (1.00)
Niger,2010,Other (1.00)
Niger,2020,Other (1.00)
North Macedonia,1750,Ottoman Empire (1.00)
North Macedonia,1760,Ottoman Empire (1.00)
North Macedonia,1770,Ottoman Empire (1.00)
North Macedonia,1780,Ottoman Empire (1.00)
North Macedonia,1790,Ottoman Empire (1.00)
North Macedonia,1800,Ottoman Empire (1.00)
North Macedonia,1810,Ottoman Empire (1.00)
North Macedonia,1820,Ottoman Empire (1.00)
North Macedonia,1830,Ottoman Empire (1.00)
North Macedonia,1840,Ottoman Empire (1.00)
North Macedonia,1850,Ottoman Empire (1.00)
North Macedonia,1860,Ottoman Empire (1.00)
North Macedonia,1870,Ottoman Empire (1.00)
North Macedonia,1880,Other (0.80) / Ottoman Empire (0.20)
North Macedonia,1890,Other (0.90) / Ottoman Empire (0.10)
North Macedonia,1900,Other (1.00)
North Macedonia,1910,Other (1.00)
North Macedonia,1920,Other (1.00)
North Macedonia,1930,Other (1.00)
North Macedonia,1940,Other (1.00)
North Macedonia,1950,Other (1.00)
North Macedonia,1960,Other (1.00)
North Macedonia,1970,Other (1.00)
North Macedonia,1980,Other (1.00)
North Macedonia,1990,Other (1.00)
North Macedonia,2000,Other (1.00)
North Macedonia,2010,Other (1.00)
North Macedonia,2020,Other (1.00)
Norway,1750,Other (1.00)
Norway,1760,Other (1.00)
Norway,1770,Other (1.00)
Norway,1780,Other (1.00)
Norway,1790,Other (1.00)
Norway,1800,Other (1.00)
Norway,1810,Other (1.00)
Norway,1820,Other (1.00)
Norway,1830,Other (1.00)
Norway,1840,Other (1.00)
Norway,1850,Other (1.00)
Norway,1860,Other (1.00)
Norway,1870,Other (1.00)
Norway,1880,Other (1.00)
Norway,1890,Other (1.00)
Norway,1900,Other (1.00)
Norway,1910,Other (1.00)
Norway,1920,Other (1.00)
Norway,1930,Other (1.00)
Norway,1940,Other (1.00)
Norway,1950,NATO + Aligned (1.00)
Norway,1960,NATO + Aligned (1.00)
Norway,1970,NATO + Aligned (1.00)
Norway,1980,NATO + Aligned (1.00)
Norway,1990,NATO + Aligned (1.00)
Norway,2000,NATO + Aligned (1.00)
Norway,2010,NATO + Aligned (1.00)
Norway,2020,NATO + Aligned (1.00)
Pakistan,1750,Independent India (1.00)
Pakistan,1760,Independent India (0.92) / British Empire (0.08)
Pakistan,1770,Independent India (0.84) / British Empire (0.16)
Pakistan,1780,Independent India (0.76) / British Empire (0.24)
Pakistan,1790,Independent India (0.68) / British Empire (0.32)
Pakistan,1800,Independent India (0.60) / British Empire (0.40)
Pakistan,1810,British Empire (0.55) / Independent India (0.45)
Pakistan,1820,British Empire (0.70) / Independent India (0.30)
Pakistan,1830,British Empire (0.78) / Independent India (0.22)
Pakistan,1840,British Empire (0.87) / Independent India (0.13)
Pakistan,1850,British Empire (0.95) / Independent India (0.05)
Pakistan,1860,British Empire (1.00)
Pakistan,1870,British Empire (1.00)
Pakistan,1880,British Empire (1.00)
Pakistan,1890,British Empire (1.00)
Pakistan,1900,British Empire (1.00)
Pakistan,1910,British Empire (1.00)
Pakistan,1920,British Empire (1.00)
Pakistan,1930,British Empire (1.00)
Pakistan,1940,British Empire (1.00)
Pakistan,1950,Independent India (1.00)
Pakistan,1960,Independent India (1.00)
Pakistan,1970,Independent India (1.00)
Pakistan,1980,Independent India (1.00)
Pakistan,1990,Independent India (1.00)
Pakistan,2000,Independent India (1.00)
Pakistan,2010,Independent India (1.00)
Pakistan,2020,Independent India (1.00)
Palestine,1750,Ottoman Empire (1.00)
Palestine,1760,Ottoman Empire (1.00)
Palestine,1770,Ottoman Empire (1.00)
Palestine,1780,Ottoman Empire (1.00)
Palestine,1790,Ottoman Empire (1.00)
Palestine,1800,Ottoman Empire (1.00)
Palestine,1810,Ottoman Empire (1.00)
Palestine,1820,Ottoman Empire (1.00)
Palestine,1830,Ottoman Empire (1.00)
Palestine,1840,Ottoman Empire (1.00)
Palestine,1850,Ottoman Empire (1.00)
Palestine,1860,Ottoman Empire (1.00)
Palestine,1870,Ottoman Empire (1.00)
Palestine,1880,Ottoman Empire (1.00)
Palestine,1890,Ottoman Empire (1.00)
Palestine,1900,Ottoman Empire (1.00)
Palestine,1910,Ottoman Empire (1.00)
Palestine,1920,Other (1.00)
Palestine,1930,Other (1.00)
Palestine,1940,Other (1.00)
Palestine,1950,Other (1.00)
Palestine,1960,Other (1.00)
Palestine,1970,Other (1.00)
Palestine,1980,Other (1.00)
Palestine,1990,Other (1.00)
Palestine,2000,Other (1.00)
Palestine,2010,Other (1.00)
Palestine,2020,Other (1.00)
Paraguay,1750,Spanish Empire (1.00)
Paraguay,1760,Spanish Empire (1.00)
Paraguay,1770,Spanish Empire (1.00)
Paraguay,1780,Spanish Empire (1.00)
Paraguay,1790,Spanish Empire (1.00)
Paraguay,1800,Spanish Empire (1.00)
Paraguay,1810,Spanish Empire (0.80) / Other (0.20)
Paraguay,1820,Other (0.60) / Spanish Empire (0.40)
Paraguay,1830,Other (1.00)
Paraguay,1840,Other (1.00)
Paraguay,1850,Other (1.00)
Paraguay,1860,Other (1.00)
Paraguay,1870,Other (1.00)
Paraguay,1880,Other (1.00)
Paraguay,1890,Other (1.00)
Paraguay,1900,Other (1.00)
Paraguay,1910,Other (1.00)
Paraguay,1920,Other (1.00)
Paraguay,1930,Other (1.00)
Paraguay,1940,Other (1.00)
Paraguay,1950,Other (1.00)
Paraguay,1960,Other (1.00)
Paraguay,1970,Other (1.00)
Paraguay,1980,Other (1.00)
Paraguay,1990,Other (1.00)
Paraguay,2000,Other (1.00)
Paraguay,2010,Other (1.00)
Paraguay,2020,Other (1.00)
Peru,1750,Spanish Empire (1.00)
Peru,1760,Spanish Empire (1.00)
Peru,1770,Spanish Empire (1.00)
Peru,1780,Spanish Empire (1.00)
Peru,1790,Spanish Empire (1.00)
Peru,1800,Spanish Empire (1.00)
Peru,1810,Spanish Empire (0.80) / Other (0.20)
Peru,1820,Other (0.60) / Spanish Empire (0.40)
Peru,1830,Other (1.00)
Peru,1840,Other (1.00)
Peru,1850,Other (1.00)
Peru,1860,Other (1.00)
Peru,1870,Other (1.00)
Peru,1880,Other (1.00)
Peru,1890,Other (1.00)
Peru,1900,Other (1.00)
Peru,1910,Other (1.00)
Peru,1920,Other (1.00)
Peru,1930,Other (1.00)
Peru,1940,Other (1.00)
Peru,1950,Other (1.00)
Peru,1960,Other (1.00)
Peru,1970,Other (1.00)
Peru,1980,Other (1.00)
Peru,1990,Other (1.00)
Peru,2000,Other (1.00)
Peru,2010,Other (1.00)
Peru,2020,Other (1.00)
Philippines,1750,Spanish Empire (1.00)
Philippines,1760,Spanish Empire (1.00)
Philippines,1770,Spanish Empire (1.00)
Philippines,1780,Spanish Empire (1.00)
Philippines,1790,Spanish Empire (1.00)
Philippines,1800,Spanish Empire (1.00)
Philippines,1810,Spanish Empire (1.00)
Philippines,1820,Spanish Empire (1.00)
Philippines,1830,Spanish Empire (1.00)
Philippines,1840,Spanish Empire (1.00)
Philippines,1850,Spanish Empire (1.00)
Philippines,1860,Spanish Empire (1.00)
Philippines,1870,Spanish Empire (1.00)
Philippines,1880,Spanish Empire (1.00)
Philippines,1890,Spanish Empire (1.00)
Philippines,1900,Other (1.00)
Philippines,1910,Other (1.00)
Philippines,1920,Other (1.00)
Philippines,1930,Other (1.00)
Philippines,1940,Other (1.00)
Philippines,1950,Other (1.00)
Philippines,1960,Other (1.00)
Philippines,1970,Other (1.00)
Philippines,1980,Other (1.00)
Philippines,1990,Other (1.00)
Philippines,2000,Other (1.00)
Philippines,2010,Other (1.00)
Philippines,2020,Other (1.00)
Poland,1750,Other (1.00)
Poland,1760,Other (1.00)
Poland,1770,Other (1.00)
Poland,1780,Other (1.00)
Poland,1790,Other (1.00)
Poland,1800,Other (1.00)
Poland,1810,Other (1.00)
Poland,1820,Other (1.00)
Poland,1830,Other (1.00)
Poland,1840,Other (1.00)
Poland,1850,Other (1.00)
Poland,1860,Other (1.00)
Poland,1870,Other (1.00)
Poland,1880,Other (1.00)
Poland,1890,Other (1.00)
Poland,1900,Other (1.00)
Poland,1910,Other (1.00)
Poland,1920,Other (1.00)
Poland,1930,Other (1.00)
Poland,1940,Other (1.00)
Poland,1950,Other (1.00)
Poland,1960,USSR + Aligned (1.00)
Poland,1970,USSR + Aligned (1.00)
Poland,1980,USSR + Aligned (1.00)
Poland,1990,Other (1.00)
Poland,2000,Other (1.00)
Poland,2010,Other (1.00)
Poland,2020,Other (1.00)
Portugal,1750,Other (1.00)
Portugal,1760,Other (1.00)
Portugal,1770,Other (1.00)
Portugal,1780,Other (1.00)
Portugal,1790,Other (1.00)
Portugal,1800,Other (1.00)
Portugal,1810,Other (1.00)
Portugal,1820,Other (1.00)
Portugal,1830,Other (1.00)
Portugal,1840,Other (1.00)
Portugal,1850,Other (1.00)
Portugal,1860,Other (1.00)
Portugal,1870,Other (1.00)
Portugal,1880,Other (1.00)
Portugal,1890,Other (1.00)
Portugal,1900,Other (1.00)
Portugal,1910,Other (1.00)
Portugal,1920,Other (1.00)
Portugal,1930,Other (1.00)
Portugal,1940,Other (1.00)
Portugal,1950,NATO + Aligned (1.00)
Portugal,1960,NATO + Aligned (1.00)
Portugal,1970,NATO + Aligned (1.00)
Portugal,1980,NATO + Aligned (1.00)
Portugal,1990,NATO + Aligned (1.00)
Portugal,2000,NATO + Aligned (1.00)
Portugal,2010,NATO + Aligned (1.00)
Portugal,2020,NATO + Aligned (1.00)
Puerto Rico,1750,Spanish Empire (1.00)
Puerto Rico,1760,Spanish Empire (1.00)
Puerto Rico,1770,Spanish Empire (1.00)
Puerto Rico,1780,Spanish Empire (1.00)
Puerto Rico,1790,Spanish Empire (1.00)
Puerto Rico,1800,Spanish Empire (1.00)
Puerto Rico,1810,Spanish Empire (1.00)
Puerto Rico,1820,Spanish Empire (1.00)
Puerto Rico,1830,Spanish Empire (1.00)
Puerto Rico,1840,Spanish Empire (1.00)
Puerto Rico,1850,Spanish Empire (1.00)
Puerto Rico,1860,Spanish Empire (1.00)
Puerto Rico,1870,Spanish Empire (1.00)
Puerto Rico,1880,Spanish Empire (1.00)
Puerto Rico,1890,Spanish Empire (1.00)
Puerto Rico,1900,Other (1.00)
Puerto Rico,1910,Other (1.00)
Puerto Rico,1920,Other (1.00)
Puerto Rico,1930,Other (1.00)
Puerto Rico,1940,Other (1.00)
Puerto Rico,1950,Other (1.00)
Puerto Rico,1960,Other (1.00)
Puerto Rico,1970,Other (1.00)
Puerto Rico,1980,Other (1.00)
Puerto Rico,1990,Other (1.00)
Puerto Rico,2000,Other (1.00)
Puerto Rico,2010,Other (1.00)
Puerto Rico,2020,Other (1.00)
Romania,1750,Ottoman Empire (1.00)
Romania,1760,Ottoman Empire (1.00)
Romania,1770,Ottoman Empire (1.00)
Romania,1780,Ottoman Empire (1.00)
Romania,1790,Ottoman Empire (1.00)
Romania,1800,Ottoman Empire (1.00)
Romania,1810,Ottoman Empire (1.00)
Romania,1820,Ottoman Empire (1.00)
Romania,1830,Ottoman Empire (1.00)
Romania,1840,Ottoman Empire (1.00)
Romania,1850,Ottoman Empire (1.00)
Romania,1860,Ottoman Empire (1.00)
Romania,1870,Ottoman Empire (1.00)
Romania,1880,Other (0.80) / Ottoman Empire (0.20)
Romania,1890,Other (0.90) / Ottoman Empire (0.10)
Romania,1900,Other (1.00)
Romania,1910,Other (1.00)
Romania,1920,Other (1.00)
Romania,1930,Other (1.00)
Romania,1940,Other (1.00)
Romania,1950,Other (1.00)
Romania,1960,Other (1.00)
Romania,1970,Other (1.00)
Romania,1980,Other (1.00)
Romania,1990,Other (1.00)
Romania,2000,Other (1.00)
Romania,2010,Other (1.00)
Romania,2020,Other (1.00)
Russia,1750,Other (1.00)
Russia,1760,Other (1.00)
Russia,1770,Other (1.00)
Russia,1780,Other (1.00)
Russia,1790,Other (1.00)
Russia,1800,Other (1.00)
Russia,1810,Other (1.00)
Russia,1820,Other (1.00)
Russia,1830,Other (1.00)
Russia,1840,Other (1.00)
Russia,1850,Other (1.00)
Russia,1860,Other (1.00)
Russia,1870,Other (1.00)
Russia,1880,Other (1.00)
Russia,1890,Other (1.00)
Russia,1900,Other (1.00)
Russia,1910,Other (1.00)
Russia,1920,USSR + Aligned (1.00)
Russia,1930,USSR + Aligned (1.00)
Russia,1940,USSR + Aligned (1.00)
Russia,1950,USSR + Aligned (1.00)
Russia,1960,USSR + Aligned (1.00)
Russia,1970,USSR + Aligned (1.00)
Russia,1980,USSR + Aligned (1.00)
Russia,1990,Other (0.50) / USSR + Aligned (0.50)
Russia,2000,Other (1.00)
Russia,2010,Other (1.00)
Russia,2020,Other (1.00)
Senegal,1750,Other (1.00)
Senegal,1760,Other (1.00)
Senegal,1770,Other (1.00)
Senegal,1780,Other (1.00)
Senegal,1790,Other (1.00)
Senegal,1800,Other (1.00)
Senegal,1810,Other (1.00)
Senegal,1820,Other (1.00)
Senegal,1830,Other (1.00)
Senegal,1840,Other (1.00)
Senegal,1850,Other (1.00)
Senegal,1860,Other (1.00)
Senegal,1870,Other (1.00)
Senegal,1880,Other (1.00)
Senegal,1890,Other (1.00)
Senegal,1900,French Empire (1.00)
Senegal,1910,French Empire (1.00)
Senegal,1920,French Empire (1.00)
Senegal,1930,French Empire (1.00)
Senegal,1940,French Empire (1.00)
Senegal,1950,French Empire (1.00)
Senegal,1960,French Empire (0.50) / Other (0.50)
Senegal,1970,Other (1.00)
Senegal,1980,Other (1.00)
Senegal,1990,Other (1.00)
Senegal,2000,Other (1.00)
Senegal,2010,Other (1.00)
Senegal,2020,Other (1.00)
Serbia,1750,Ottoman Empire (1.00)
Serbia,1760,Ottoman Empire (1.00)
Serbia,1770,Ottoman Empire (1.00)
Serbia,1780,Ottoman Empire (1.00)
Serbia,1790,Ottoman Empire (1.00)
Serbia,1800,Ottoman Empire (1.00)
Serbia,1810,Ottoman Empire (1.00)
Serbia,1820,Ottoman Empire (1.00)
Serbia,1830,Ottoman Empire (1.00)
Serbia,1840,Ottoman Empire (1.00)
Serbia,1850,Ottoman Empire (1.00)
Serbia,1860,Ottoman Empire (1.00)
Serbia,1870,Ottoman Empire (1.00)
Serbia,1880,Other (0.80) / Ottoman Empire (0.20)
Serbia,1890,Other (0.90) / Ottoman Empire (0.10)
Serbia,1900,Other (1.00)
Serbia,1910,Other (1.00)
Serbia,1920,Other (1.00)
Serbia,1930,Other (1.00)
Serbia,1940,Other (1.00)
Serbia,1950,Other (1.00)
Serbia,1960,Other (1.00)
Serbia,1970,Other (1.00)
Serbia,1980,Other (1.00)
Serbia,1990,Other (1.00)
Serbia,2000,Other (1.00)
Serbia,2010,Other (1.00)
Serbia,2020,Other (1.00)
Slovakia,1750,Other (1.00)
Slovakia,1760,Other (1.00)
Slovakia,1770,Other (1.00)
Slovakia,1780,Other (1.00)
Slovakia,1790,Other (1.00)
Slovakia,1800,Other (1.00)
Slovakia,1810,Other (1.00)
Slovakia,1820,Other (1.00)
Slovakia,1830,Other (1.00)
Slovakia,1840,Other (1.00)
Slovakia,1850,Other (1.00)
Slovakia,1860,Other (1.00)
Slovakia,1870,Other (1.00)
Slovakia,1880,Other (1.00)
Slovakia,1890,Other (1.00)
Slovakia,1900,Other (1.00)
Slovakia,1910,Other (1.00)
Slovakia,1920,Other (1.00)
Slovakia,1930,Other (1.00)
Slovakia,1940,Other (1.00)
Slovakia,1950,Other (1.00)
Slovakia,1960,USSR + Aligned (1.00)
Slovakia,1970,USSR + Aligned (1.00)
Slovakia,1980,USSR + Aligned (1.00)
Slovakia,1990,Other (1.00)
Slovakia,2000,Other (1.00)
Slovakia,2010,Other (1.00)
Slovakia,2020,Other (1.00)
Spain,1750,Other (1.00)
Spain,1760,Other (1.00)
Spain,1770,Other (1.00)
Spain,1780,Other (1.00)
Spain,1790,Other (1.00)
Spain,1800,Other (1.00)
Spain,1810,Other (1.00)
Spain,1820,Other (1.00)
Spain,1830,Other (1.00)
Spain,1840,Other (1.00)
Spain,1850,Other (1.00)
Spain,1860,Other (1.00)
Spain,1870,Other (1.00)
Spain,1880,Other (1.00)
Spain,1890,Other (1.00)
Spain,1900,Other (1.00)
Spain,1910,Other (1.00)
Spain,1920,Other (1.00)
Spain,1930,Other (1.00)
Spain,1940,Other (1.00)
Spain,1950,Other (1.00)
Spain,1960,Other (1.00)
Spain,1970,Other (1.00)
Spain,1980,Other (1.00)
Spain,1990,NATO + Aligned (1.00)
Spain,2000,NATO + Aligned (1.00)
Spain,2010,NATO + Aligned (1.00)
Spain,2020,NATO + Aligned (1.00)
Sri Lanka,1750,Other (1.00)
Sri Lanka,1760,Other (1.00)
Sri Lanka,1770,Other (1.00)
Sri Lanka,1780,Other (1.00)
Sri Lanka,1790,Other (1.00)
Sri Lanka,1800,British Empire (0.60) / Other (0.40)
Sri Lanka,1810,British Empire (1.00)
Sri Lanka,1820,British Empire (1.00)
Sri Lanka,1830,British Empire (1.00)
Sri Lanka,1840,British Empire (1.00)
Sri Lanka,1850,British Empire (1.00)
Sri Lanka,1860,British Empire (1.00)
Sri Lanka,1870,British Empire (1.00)
Sri Lanka,1880,British Empire (1.00)
Sri Lanka,1890,British Empire (1.00)
Sri Lanka,1900,British Empire (1.00)
Sri Lanka,1910,British Empire (1.00)
Sri Lanka,1920,British Empire (1.00)
Sri Lanka,1930,British Empire (1.00)
Sri Lanka,1940,British Empire (1.00)
Sri Lanka,1950,Other (1.00)
Sri Lanka,1960,Other (1.00)
Sri Lanka,1970,Other (1.00)
Sri Lanka,1980,Other (1.00)
Sri Lanka,1990,Other (1.00)
Sri Lanka,2000,Other (1.00)
Sri Lanka,2010,Other (1.00)
Sri Lanka,2020,Other (1.00)
Syria,1750,Ottoman Empire (1.00)
Syria,1760,Ottoman Empire (1.00)
Syria,1770,Ottoman Empire (1.00)
Syria,1780,Ottoman Empire (1.00)
Syria,1790,Ottoman Empire (1.00)
Syria,1800,Ottoman Empire (1.00)
Syria,1810,Ottoman Empire (1.00)
Syria,1820,Ottoman Empire (1.00)
Syria,1830,Ottoman Empire (1.00)
Syria,1840,Ottoman Empire (1.00)
Syria,1850,Ottoman Empire (1.00)
Syria,1860,Ottoman Empire (1.00)
Syria,1870,Ottoman Empire (1.00)
Syria,1880,Ottoman Empire (1.00)
Syria,1890,Ottoman Empire (1.00)
Syria,1900,Ottoman Empire (1.00)
Syria,1910,Ottoman Empire (1.00)
Syria,1920,Other (1.00)
Syria,1930,Other (1.00)
Syria,1940,Other (1.00)
Syria,1950,Other (1.00)
Syria,1960,Other (1.00)
Syria,1970,Other (1.00)
Syria,1980,Other (1.00)
Syria,1990,Other (1.00)
Syria,2000,Other (1.00)
Syria,2010,Other (1.00)
Syria,2020,Other (1.00)
Tajikistan,1750,Other (1.00)
Tajikistan,1760,Other (1.00)
Tajikistan,1770,Other (1.00)
Tajikistan,1780,Other (1.00)
Tajikistan,1790,Other (1.00)
Tajikistan,1800,Other (1.00)
Tajikistan,1810,Other (1.00)
Tajikistan,1820,Other (1.00)
Tajikistan,1830,Other (1.00)
Tajikistan,1840,Other (1.00)
Tajikistan,1850,Other (1.00)
Tajikistan,1860,Other (1.00)
Tajikistan,1870,Other (1.00)
Tajikistan,1880,Other (1.00)
Tajikistan,1890,Other (1.00)
Tajikistan,1900,Other (1.00)
Tajikistan,1910,Other (1.00)
Tajikistan,1920,USSR + Aligned (1.00)
Tajikistan,1930,USSR + Aligned (1.00)
Tajikistan,1940,USSR + Aligned (1.00)
Tajikistan,1950,USSR + Aligned (1.00)
Tajikistan,1960,USSR + Aligned (1.00)
Tajikistan,1970,USSR + Aligned (1.00)
Tajikistan,1980,USSR + Aligned (1.00)
Tajikistan,1990,Other (0.50) / USSR + Aligned (0.50)
Tajikistan,2000,Other (1.00)
Tajikistan,2010,Other (1.00)
Tajikistan,2020,Other (1.00)
Turkey,1750,Ottoman Empire (1.00)
Turkey,1760,Ottoman Empire (1.00)
Turkey,1770,Ottoman Empire (1.00)
Turkey,1780,Ottoman Empire (1.00)
Turkey,1790,Ottoman Empire (1.00)
Turkey,1800,Ottoman Empire (1.00)
Turkey,1810,Ottoman Empire (1.00)
Turkey,1820,Ottoman Empire (1.00)
Turkey,1830,Ottoman Empire (1.00)
Turkey,1840,Ottoman Empire (1.00)
Turkey,1850,Ottoman Empire (1.00)
Turkey,1860,Ottoman Empire (1.00)
Turkey,1870,Ottoman Empire (1.00)
Turkey,1880,Ottoman Empire (1.00)
Turkey,1890,Ottoman Empire (1.00)
Turkey,1900,Ottoman Empire (1.00)
Turkey,1910,Ottoman Empire (1.00)
Turkey,1920,Other (1.00)
Turkey,1930,Other (1.00)
Turkey,1940,Other (1.00)
Turkey,1950,Other (1.00)
Turkey,1960,Other (1.00)
Turkey,1970,Other (1.00)
Turkey,1980,Other (1.00)
Turkey,1990,Other (1.00)
Turkey,2000,Other (1.00)
Turkey,2010,Other (1.00)
Turkey,2020,Other (1.00)
Turkmenistan,1750,Other (1.00)
Turkmenistan,1760,Other (1.00)
Turkmenistan,1770,Other (1.00)
Turkmenistan,1780,Other (1.00)
Turkmenistan,1790,Other (1.00)
Turkmenistan,1800,Other (1.00)
Turkmenistan,1810,Other (1.00)
Turkmenistan,1820,Other (1.00)
Turkmenistan,1830,Other (1.00)
Turkmenistan,1840,Other (1.00)
Turkmenistan,1850,Other (1.00)
Turkmenistan,1860,Other (1.00)
Turkmenistan,1870,Other (1.00)
Turkmenistan,1880,Other (1.00)
Turkmenistan,1890,Other (1.00)
Turkmenistan,1900,Other (1.00)
Turkmenistan,1910,Other (1.00)
Turkmenistan,1920,USSR + Aligned (1.00)
Turkmenistan,1930,USSR + Aligned (1.00)
Turkmenistan,1940,USSR + Aligned (1.00)
Turkmenistan,1950,USSR + Aligned (1.00)
Turkmenistan,1960,USSR + Aligned (1.00)
Turkmenistan,1970,USSR + Aligned (1.00)
Turkmenistan,1980,USSR + Aligned (1.00)
Turkmenistan,1990,Other (0.50) / USSR + Aligned (0.50)
Turkmenistan,2000,Other (1.00)
Turkmenistan,2010,Other (1.00)
Turkmenistan,2020,Other (1.00)
Ukraine,1750,Other (1.00)
Ukraine,1760,Other (1.00)
Ukraine,1770,Other (1.00)
Ukraine,1780,Other (1.00)
Ukraine,1790,Other (1.00)
Ukraine,1800,Other (1.00)
Ukraine,1810,Other (1.00)
Ukraine,1820,Other (1.00)
Ukraine,1830,Other (1.00)
Ukraine,1840,Other (1.00)
Ukraine,1850,Other (1.00)
Ukraine,1860,Other (1.00)
Ukraine,1870,Other (1.00)
Ukraine,1880,Other (1.00)
Ukraine,1890,Other (1.00)
Ukraine,1900,Other (1.00)
Ukraine,1910,Other (1.00)
Ukraine,1920,USSR + Aligned (1.00)
Ukraine,1930,USSR + Aligned (1.00)
Ukraine,1940,USSR + Aligned (1.00)
Ukraine,1950,USSR + Aligned (1.00)
Ukraine,1960,USSR + Aligned (1.00)
Ukraine,1970,USSR + Aligned (1.00)
Ukraine,1980,USSR + Aligned (1.00)
Ukraine,1990,Other (0.50) / USSR + Aligned (0.50)
Ukraine,2000,Other (1.00)
Ukraine,2010,Other (1.00)
Ukraine,2020,Other (1.00)
Uruguay,1750,Spanish Empire (1.00)
Uruguay,1760,Spanish Empire (1.00)
Uruguay,1770,Spanish Empire (1.00)
Uruguay,1780,Spanish Empire (1.00)
Uruguay,1790,Spanish Empire (1.00)
Uruguay,1800,Spanish Empire (1.00)
Uruguay,1810,Spanish Empire (0.80) / Other (0.20)
Uruguay,1820,Other (0.60) / Spanish Empire (0.40)
Uruguay,1830,Other (1.00)
Uruguay,1840,Other (1.00)
Uruguay,1850,Other (1.00)
Uruguay,1860,Other (1.00)
Uruguay,1870,Other (1.00)
Uruguay,1880,Other (1.00)
Uruguay,1890,Other (1.00)
Uruguay,1900,Other (1.00)
Uruguay,1910,Other (1.00)
Uruguay,1920,Other (1.00)
Uruguay,1930,Other (1.00)
Uruguay,1940,Other (1.00)
Uruguay,1950,Other (1.00)
Uruguay,1960,Other (1.00)
Uruguay,1970,Other (1.00)
Uruguay,1980,Other (1.00)
Uruguay,1990,Other (1.00)
Uruguay,2000,Other (1.00)
Uruguay,2010,Other (1.00)
Uruguay,2020,Other (1.00)
Uzbekistan,1750,Other (1.00)
Uzbekistan,1760,Other (1.00)
Uzbekistan,1770,Other (1.00)
Uzbekistan,1780,Other (1.00)
Uzbekistan,1790,Other (1.00)
Uzbekistan,1800,Other (1.00)
Uzbekistan,1810,Other (1.00)
Uzbekistan,1820,Other (1.00)
Uzbekistan,1830,Other (1.00)
Uzbekistan,1840,Other (1.00)
Uzbekistan,1850,Other (1.00)
Uzbekistan,1860,Other (1.00)
Uzbekistan,1870,Other (1.00)
Uzbekistan,1880,Other (1.00)
Uzbekistan,1890,Other (1.00)
Uzbekistan,1900,Other (1.00)
Uzbekistan,1910,Other (1.00)
Uzbekistan,1920,USSR + Aligned (1.00)
Uzbekistan,1930,USSR + Aligned (1.00)
Uzbekistan,1940,USSR + Aligned (1.00)
Uzbekistan,1950,USSR + Aligned (1.00)
Uzbekistan,1960,USSR + Aligned (1.00)
Uzbekistan,1970,USSR + Aligned (1.00)
Uzbekistan,1980,USSR + Aligned (1.00)
Uzbekistan,1990,Other (0.50) / USSR + Aligned (0.50)
Uzbekistan,2000,Other (1.00)
Uzbekistan,2010,Other (1.00)
Uzbekistan,2020,Other (1.00)
Venezuela,1750,Spanish Empire (1.00)
Venezuela,1760,Spanish Empire (1.00)
Venezuela,1770,Spanish Empire (1.00)
Venezuela,1780,Spanish Empire (1.00)
Venezuela,1790,Spanish Empire (1.00)
